#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#;;;;;;;;;;;X
MDS_DESC;War on Terror (2003);;;Guerra del terror (2003);Krieg gegen den Terror (2003);;;;;;x
NZL_DESC;The Polynesian Maori reached New Zealand in about A.D. 800. In 1840, their chieftains entered into a compact with Britain, the Treaty of Waitangi, in which they ceded sovereignty to Queen Victoria while retaining territorial rights. In that same year, the British began the first organized colonial settlement. A series of land wars between 1843 and 1872 ended with the defeat of the native peoples. The British colony of New Zealand became an independent dominion in 1907 and supported the UK militarily in both World Wars. New Zealand's full participation in a number of defense alliances lapsed by the 1980s. In recent years, the government has sought to address longstanding Maori grievances.;;;;;;;;;;x
OMN_DESC;In 1970, Qaboos bin Said Al Said ousted his father and has ruled as sultan ever since. His extensive modernization program has opened the country to the outside world and has preserved a long-standing political and military relationship with the UK. Oman's moderate, independent foreign policy has sought to maintain good relations with all Middle Eastern countries.;;;;;;;;;;x
U84_DESC;Chad, part of France's African holdings until 1960, endured three decades of civil warfare as well as invasions by Libya before a semblance of peace was finally restored in 1990. The government eventually suppressed or came to terms with most political-military groups, settled a territorial dispute with Libya on terms favorable to Chad, drafted a democratic constitution, and held multiparty presidential elections in 1996 and 1997. In 1998, a new rebellion broke out in northern Chad, which sporadically flares up despite two peace agreements signed in 2002 and 2003 between the government and the rebels. Despite movement toward democratic reform, power remains in the hands of an ethnic minority.;;;;;;;;;;x
PAK_DESC;The separation in 1947 of British India into the Muslim state of Pakistan (with two sections West and East) and largely Hindu India was never satisfactorily resolved, and India and Pakistan have fought two wars - in 1947-48 and 1965 - over the disputed Kashmir territory. A third war between these countries in 1971 - in which India capitalized on Islamabad's marginalization of Bengalis in Pakistani politics - resulted in East Pakistan becoming the separate nation of Bangladesh. In response to Indian nuclear weapons testing, Pakistan conducted its own tests in 1998. The dispute over the state of Kashmir is ongoing, but recent discussions and confidence-building measures may be a start toward lessened tensions.;;;;;;;;;;x
PAN_DESC;With US backing, Panama seceded from Colombia in 1903 and promptly signed a treaty with the US allowing for the construction of a canal and US sovereignty over a strip of land on either side of the structure (the Panama Canal Zone). The Panama Canal was built by the US Army Corps of Engineers between 1904 and 1914. On 7 September 1977, an agreement was signed for the complete transfer of the Canal from the US to Panama by the end of 1999. Certain portions of the Zone and increasing responsibility over the Canal were turned over in the intervening years. With US help, dictator Manuel Noriega was deposed in 1989. The entire Panama Canal, the area supporting the Canal, and remaining US military bases were turned over to Panama by or on 31 December 1999.;;;;;;;;;;x
PAR_DESC;In the disastrous War of the Triple Alliance (1865-70), Paraguay lost two-thirds of all adult males and much of its territory. It stagnated economically for the next half century. In the Chaco War of 1932-35, large, economically important areas were won from Bolivia. The 35-year military dictatorship of Alfredo Stroessner was overthrown in 1989, and, despite a marked increase in political infighting in recent years, relatively free and regular presidential elections have been held since then.;;;;;;;;;;x
PER_DESC;Known as Persia until 1935, Iran became an Islamic republic in 1979 after the ruling monarchy was overthrown and the shah was forced into exile. Conservative clerical forces established a theocratic system of government with ultimate political authority nominally vested in a learned religious scholar. Iranian-US relations have been strained since a group of Iranian students seized the US Embassy in Tehran on 4 November 1979 and held it until 20 January 1981. During 1980-88, Iran fought a bloody, indecisive war with Iraq that eventually expanded into the Persian Gulf and led to clashes between US Navy and Iranian military forces between 1987-1988. Iran has been designated a state sponsor of terrorism for its activities in Lebanon and elsewhere in the world and remains subject to US economic sanctions and export controls because of its continued involvement. Following the elections of a reformist president and Majlis in the late 1990s, attempts to foster political reform in response to popular dissatisfaction have floundered as conservative politicians have prevented reform measures from being enacted, increased repressive measures, and consolidated their control over the government.;;;;;;;;;;x
PHI_DESC;The Philippine Islands became a Spanish colony during the 16th centurythey were ceded to the US in 1898 following the Spanish-American War. In 1935 the Philippines became a self-governing commonwealth. Manuel Quezon was elected President and was tasked with preparing the country for independence after a 10-year transition. In 1942 the islands fell under Japanese occupation during WWII, and US forces and Filipinos fought together during 1944-45 to regain control. On 4 July 1946 the Philippines attained their independence. The 21-year rule of Ferdinand Marcos ended in 1986, when a widespread popular rebellion forced him into exile and installed Corazon Aquino as president. Her presidency was hampered by several coup attempts, which prevented a return to full political stability and economic development. Fidel Ramos was elected president in 1992 and his administration was marked by greater stability and progress on economic reforms. In 1992, the US closed its last military bases on the islands. Joseph Estrada was elected president in 1998, but was succeeded by his vice-president, Gloria Macapagal-Arroyo, in January 2001 after Estrada's stormy impeachment trial on corruption charges broke down and widespread demonstrations led to his ouster.;;;;;;;;;;x
POL_DESC;Poland is an ancient nation that was conceived near the middle of the 10th century. Its golden age occurred in the 16th century. During the following century, the strengthening of the gentry and internal disorders weakened the nation. In a series of agreements between 1772 and 1795, Russia, Prussia, and Austria partitioned Poland amongst themselves. Poland regained its independence in 1918 only to be overrun by Germany and the Soviet Union in World War II. It became a Soviet satellite state following the war, but its government was comparatively tolerant and progressive. Labor turmoil in 1980 led to the formation of the independent trade union 'Solidarity' that over time became a political force and by 1990 had swept parliamentary elections and the presidency. A 'shock therapy' program during the early 1990s enabled the country to transform its economy into one of the most robust in Central Europe, but Poland currently suffers low GDP growth and high unemployment. Solidarity suffered a major defeat in the 2001 parliamentary elections when it failed to elect a single deputy to the lower house of Parliament, and the new leaders of the Solidarity Trade Union subsequently pledged to reduce the Trade Union's political role. Poland joined NATO in 1999.;;;;;;;;;;x
POR_DESC;Following its heyday as a world power during the 15th and 16th centuries, Portugal lost much of its wealth and status with the destruction of Lisbon in a 1755 earthquake, occupation during the Napoleonic Wars, and the independence in 1822 of Brazil as a colony. A 1910 revolution deposed the monarchyfor most of the next six decades, repressive governments ran the country. In 1974, a left-wing military coup installed broad democratic reforms. The following year, Portugal granted independence to all of its African colonies. Portugal is a founding member of NATO and entered the EC (now the EU) in 1986.;;;;;;;;;;x
PRK_DESC;An independent kingdom under Chinese suzerainty for most of the past millennium, Korea was occupied by Japan in 1905 following the Russo-Japanese Warfive years later, Japan formally annexed the entire peninsula. Following World War II, Korea was split, with the northern half coming under Soviet-sponsored Communist domination. After failing in the Korean War (1950-53) to conquer the US-backed republic in the southern portion by force, North Korea under its founder President Kim Il Sung adopted a policy of ostensible diplomatic and economic 'self-reliance' as a check against excessive Soviet or Communist Chinese influence and molded political, economic, and military policies around the core ideological objective of eventual unification of Korea under Pyongyang's control. Kim's son, the current ruler Kim Jong Il, was officially designated as Kim's future successor in 1980 and assumed a growing political and managerial role until his father's death in 1994, when he assumed full power without opposition. After decades of economic mismanagement and resource misallocation, the North since the mid-1990s has relied heavily on international food aid to feed its population while continuing to expend resources to maintain an army of about 1 million. North Korea's long-range missile development and research into nuclear, chemical, and biological weapons and massive conventional armed forces are of major concern to the international community. In December 2002, following revelations it was pursuing a nuclear weapons program based on enriched uranium in violation of a 1994 agreement with the United States to freeze and ultimately dismantle its existing plutonium-based program, North Korea expelled monitors from the International Atomic Energy Agency (IAEA), and in January 2003 declared its withdrawal from the international Non-Proliferation Treaty.;;;;;;;;;;x
PRU_DESC;Ancient Peru was the seat of several prominent Andean civilizations, most notably that of the Incas whose empire was captured by the Spanish conquistadors in 1533. Peruvian independence was declared in 1821, and remaining Spanish forces defeated in 1824. After a dozen years of military rule, Peru returned to democratic leadership in 1980, but experienced economic problems and the growth of a violent insurgency. President Alberto Fujimori's election in 1990 ushered in a decade that saw a dramatic turnaround in the economy and significant progress in curtailing guerrilla activity. Nevertheless, the president's increasing reliance on authoritarian measures and an economic slump in the late 1990s generated mounting dissatisfaction with his regime. Fujimori won reelection to a third term in the spring of 2000, but international pressure and corruption scandals led to his ouster by Congress in November of that year. A caretaker government oversaw new elections in the spring of 2001, which ushered in Alejandro Toledo as the new head of governmenthis presidency has been hampered by allegations of corruption.;;;;;;;;;;x
U51_DESC;Ruled by the Al Thani family since the mid-1800s, Qatar transformed itself from a poor British protectorate noted mainly for pearling into an independent state with significant oil and natural gas revenues. During the late 1980s and early 1990s, the Qatari economy was crippled by a continuous siphoning off of petroleum revenues by the amir, who had ruled the country since 1972. His son, the current Amir Hamad bin Khalifa Al Thani, overthrew him in a bloodless coup in 1995. In 2001, Qatar resolved its longstanding border disputes with both Bahrain and Saudi Arabia. Oil and natural gas revenues enable Qatar to have one of the highest per capita incomes in the world.;;;;;;;;;;x
ROM_DESC;The principalities of Wallachia and Moldavia - for centuries under the suzerainty of the Turkish Ottoman Empire - secured their autonomy in 1856 they united in 1859 and a few years later adopted the new name of Romania. The country gained recognition of its independence in 1878. It joined the Allied Powers in World War I and acquired new territories following the conflict. In 1940, it allied with the Axis powers and participated in the 1941 German invasion of the USSR. Three years later, overrun by the Soviets, Romania signed an armistice. The post-war Soviet occupation led to the formation of a Communist 'people's republic' in 1947 and the abdication of the king. The decades-long rule of dictator Nicolae Ceausescu, who took power in 1965, and his Securitate police state became increasingly oppressive and draconian through the 1980s. Ceausescu was overthrown and executed in late 1989. Former Communists dominated the government until 1996, when they were swept from power by a fractious coalition of centrist parties. In 2000, the center-left Social Democratic Party (PSD) became Romania's leading party, governing with the support of the Democratic Union of Hungarians in Romania (UDMR);;;;;;;;;;x
U95_DESC;In 1959, three years before independence from Belgium, the majority ethnic group, the Hutus, overthrew the ruling Tutsi king. Over the next several years, thousands of Tutsis were killed, and some 150,000 driven into exile in neighboring countries. The children of these exiles later formed a rebel group, the Rwandan Patriotic Front (RPF), and began a civil war in 1990. The war, along with several political and economic upheavals, exacerbated ethnic tensions, culminating in April 1994 in the genocide of roughly 800,000 Tutsis and moderate Hutus. The Tutsi rebels defeated the Hutu regime and ended the killing in July 1994, but approximately 2 million Hutu refugees - many fearing Tutsi retribution - fled to neighboring Burundi, Tanzania, Uganda, and the former Zaire. Since then, most of the refugees have returned to Rwanda, but about 10,000 that remain in the neighboring Democratic Republic of the Congo have formed an extremist insurgency bent on retaking Rwanda, much as the RPF tried in 1990. Despite substantial international assistance and political reforms - including Rwanda's first local elections in March 1999.;;;;;;;;;;x
RUS_DESC;Founded in the 12th century, the Principality of Muscovy, was able to emerge from over 200 years of Mongol domination (13th-15th centuries) and to gradually conquer and absorb surrounding principalities. In the early 17th century, a new Romanov Dynasty continued this policy of expansion across Siberia to the Pacific. Under Peter I (ruled 1682-1725), hegemony was extended to the Baltic Sea and the country was renamed the Russian Empire. During the 19th century, more territorial acquisitions were made in Europe and Asia. Repeated devastating defeats of the Russian army in World War I led to widespread rioting in the major cities of the Russian Empire and to the overthrow in 1917 of the imperial household. The Communists under Vladimir Lenin seized power soon after and formed the USSR. The brutal rule of Josef Stalin (1928-53) strengthened Russian dominance of the Soviet Union at a cost of tens of millions of lives. The Soviet economy and society stagnated in the following decades until General Secretary Mikhail Gorbachev (1985-91) introduced glasnost (openness) and perestroika (restructuring) in an attempt to modernize Communism, but his initiatives inadvertently released forces that by December 1991 splintered the USSR into 15 independent republics. Since then, Russia has struggled with a rapidly deteriorating economy after failed marked reforms, and a loss of strategic influence in it's post Soviet near abroad. With Vladimir Putin in power, recent years have seen economic progress and a recentralization of power. With one the strongest armed forces in the world, how will the resurgence of Russia as a major power affect the geopolitical map?;;;;;;;;;;x
SAF_DESC;After the British seized the Cape of Good Hope area in 1806, many of the Dutch settlers (the Boers) trekked north to found their own republics. The discovery of diamonds (1867) and gold (1886) spurred wealth and immigration and intensified the subjugation of the native inhabitants. The Boers resisted British encroachments, but were defeated in the Boer War (1899-1902). The resulting Union of South Africa operated under a policy of apartheid - the separate development of the races. The 1990s brought an end to apartheid politically and ushered in black majority rule.;;;;;;;;;;x
SAL_DESC;El Salvador achieved independence from Spain in 1821 and from the Central American Federation in 1839. A 12-year civil war, which cost about 75,000 lives, was brought to a close in 1992 when the government and leftist rebels signed a treaty that provided for military and political reforms.;;;;;;;;;;x
U45_DESC;The Sinhalese arrived in Sri Lanka late in the 6th century B.C., probably from northern India. Buddhism was introduced beginning in about the mid-third century B.C., and a great civilization developed at the cities of Anuradhapura (kingdom from circa 200 B.C. to circa A.D. 1000) and Polonnaruwa (from about 1070 to 1200). In the 14th century, a south Indian dynasty seized power in the north and established a Tamil kingdom. Occupied by the Portuguese in the 16th century and by the Dutch in the 17th century, the island was ceded to the British in 1796, became a crown colony in 1802, and was united under British rule by 1815. As Ceylon, it became independent in 1948its name was changed to Sri Lanka in 1972. Tensions between the Sinhalese majority and Tamil separatists erupted into war in 1983. Tens of thousands have died in an ethnic conflict that continues to fester. After two decades of fighting, the government and Liberation Tigers of Tamil Eelam formalized a cease-fire in February 2002, with Norway brokering peace negotiations.;;;;;;;;;;x
SAU_DESC;In 1902, Abd Al-Aziz bin Abd al-Rahman Al Saud captured Riyadh and set out on a 30-year campaign to unify the Arabian Peninsula. A son of Abd Al-Aziz rules the country today, and the country's Basic Law stipulates that the throne shall remain in the hands of the aging sons and grandsons of the kingdom's founder. Following Iraq's invasion of Kuwait in 1990, Saudi Arabia accepted the Kuwaiti royal family and 400,000 refugees while allowing Western and Arab troops to deploy on its soil for the liberation of Kuwait the following year. The continuing presence of foreign troops on Saudi soil after Operation Desert Storm remained a source of tension between the royal family and the public until the US military's near-complete withdrawal to neighboring Qatar in 2003.;;;;;;;;;;x
U26_DESC;International recognition of Macedonia's independence from Yugoslavia in 1991 was delayed by Greece's objection to the new state's use of what it considered a Hellenic name and symbols. Greece finally lifted its trade blockade in 1995 and the two countries agreed to normalize relations, although differences over Macedonia's name remain. The undetermined status of neighboring Kosovo, implementation of the Framework Agreement - which ended the 2001 ethnic Albanian armed insurgency - and a weak economy continue to be challenges for Macedonia.;;;;;;;;;;x
SCH_DESC;Switzerland's independence and neutrality have long been honored by the major European powers, and Switzerland was not involved in either of the two World Wars. The political and economic integration of Europe over the past half century, as well as Switzerland's role in many UN and international organizations, has strengthened Switzerland's ties with its neighbors. However, the country did not officially become a UN member until 2002. Switzerland remains active in many UN and international organizations, but retains a strong commitment to neutrality.;;;;;;;;;;x
SER_DESC;The Kingdom of Serbs, Croats, and Slovenes was formed in 1918its name was changed to Yugoslavia in 1929. Occupation by Nazi Germany in 1941 was resisted by various paramilitary bands that fought each other as well as the invaders. The group headed by Marshal Tito took full control upon German expulsion in 1945. Although Communist, his new government and its successors (he died in 1980) managed to steer their own path between the Warsaw Pact nations and the West for the next four and a half decades. In the early 1990s, post-Tito Yugoslavia began to unravel along ethnic lines: Slovenia, Croatia, Macedonia, and Bosnia and Herzegovina were recognized as independent states in 1992. The remaining republics of Serbia and Montenegro declared a new 'Federal Republic of Yugoslavia' (FRY) in April 1992 and, under President Slobodan Milosevic, Serbia led various military intervention efforts to unite ethnic Serbs in neighboring republics into a 'Greater Serbia.' All of these efforts were ultimately unsuccessful and led to Yugoslavia being ousted from the UN in 1992. In 1998-99, massive expulsions by FRY forces and Serb paramilitaries of ethnic Albanians living in Kosovo provoked an international response, including the NATO bombing of Serbia and the stationing of a NATO-led force (KFOR), in Kosovo. Federal elections in the fall of 2000, brought about the ouster of Milosevic and installed Vojislav Kostunica as president. The arrest of Milosevic in 2001 allowed for his subsequent transfer to the International Criminal Tribunal for the Former Yugoslavia in The Hague to be tried for crimes against humanity. In 2001, the country's suspension from the UN was lifted, and it was once more accepted into UN organizations under the name of the Federal Republic of Yugoslavia. Kosovo has been governed by the UN Interim Administration Mission in Kosovo (UNMIK) since June 1999, under the authority of UN Security Council Resolution 1244, pending a determination by the international community of its future status. In 2002, the Serbian and Montenegrin components of Yugoslavia began negotiations to forge a looser relationship. These talks became a reality in February 2003 when lawmakers restructured the country into a loose federation of two republics called Serbia and Montenegro. The Constitutional Charter of Serbia and Montenegro includes a provision that allows either republic to hold a referendum after three years that would allow for their independence from the state union.;;;;;;;;;;x
SIA_DESC;A unified Thai kingdom was established in the mid-14th century. Known as Siam until 1939, Thailand is the only Southeast Asian country never to have been taken over by a European power. A bloodless revolution in 1932 led to a constitutional monarchy. In alliance with Japan during World War II, Thailand became a US ally following the conflict. Thailand is currently facing armed violence in its three Muslim-majority southernmost provinces.;;;;;;;;;;x
SIB_DESC;Siberia.;;;;;;;;;;x
U75_DESC;Singapore was founded as a British trading colony in 1819. It joined the Malaysian Federation in 1963 but separated two years later and became independent. It subsequently became one of the world's most prosperous countries with strong international trading links (its port is the world's busiest in terms of tonnage handled) and with per capita GDP equal to that of the leading nations of Western Europe.;;;;;;;;;;x
SLO_DESC;In 1918 the Slovaks joined the closely related Czechs to form Czechoslovakia. Following the chaos of World War II, Czechoslovakia became a Communist nation within Soviet-ruled Eastern Europe. Soviet influence collapsed in 1989 and Czechoslovakia once more became free. The Slovaks and the Czechs agreed to separate peacefully on 1 January 1993.;;;;;;;;;;x
SLV_DESC;The Slovene lands were part of the Holy Roman Empire and Austria until 1918 when the Slovenes joined the Serbs and Croats in forming a new multinational state, renamed Yugoslavia in 1929. After World War II, Slovenia became a republic of the renewed Yugoslavia, which though Communist, distanced itself from Moscow's rule. Dissatisfied with the exercise of power by the majority Serbs, the Slovenes succeeded in establishing their independence in 1991 after a short 10-day war. Historical ties to Western Europe, a strong economy, and a stable democracy have assisted in Slovenia's transformation to a modern state.;;;;;;;;;;x
SOM_DESC;The regime of Mohamed Siad Barre was ousted in January 1991turmoil, factional fighting, and anarchy have followed in the years since. In May of 1991, northern clans declared an independent Republic of Somaliland that now includes the administrative regions of Awdal, Woqooyi Galbeed, Togdheer, Sanaag, and Sool. Although not recognized by any government, this entity has maintained a stable existence, aided by the overwhelming dominance of a ruling clan and economic infrastructure left behind by British, Russian, and American military assistance programs. The regions of Bari and Nugaal and northern Mudug comprise a neighboring self-declared autonomous state of Puntland, which has been self-governing since 1998, but does not aim at independenceit has also made strides towards reconstructing a legitimate, representative government, but has suffered some civil strife. Puntland disputes its border with Somaliland as it also claims portions of eastern Sool and Sanaag. Beginning in 1993, a two-year UN humanitarian effort (primarily in the south) was able to alleviate famine conditions, but when the UN withdrew in 1995, having suffered significant casualties, order still had not been restored.;;;;;;;;;;x
SPA_DESC;Spain's powerful world empire of the 16th and 17th centuries ultimately yielded command of the seas to England. Subsequent failure to embrace the mercantile and industrial revolutions caused the country to fall behind Britain, France, and Germany in economic and political power. Spain remained neutral in World Wars I and II, but suffered through a devastating civil war (1936-39). In the second half of the 20th century, Spain has played a catch-up role in the western international communityit joined the EU in 1986. Continuing challenges include Basque Fatherland and Liberty (ETA) terrorism and further reductions in unemployment.;;;;;;;;;;x
SUD_DESC;Military regimes favoring Islamic-oriented governments have dominated national politics since independence from the UK in 1956. Sudan has been embroiled in a civil war for all but 10 years since then. The war is rooted in northern economic, political, and social domination of non-Muslim, non-Arab southern Sudanese. Since 1983, the war and war- and famine-related effects have resulted in more than 2 million deaths and over 4 million people displaced. The ruling regime is a mixture of military elite and an Islamist party that came to power in a 1989 coup. Some northern opposition parties have made common cause with the southern rebels and entered the war as part of an anti-government alliance. Peace talks gained momentum in 2002-03 with the signing of several accords, including a cease-fire agreement.;;;;;;;;;;x
SWE_DESC;A military power during the 17th century, Sweden has not participated in any war in almost two centuries. An armed neutrality was preserved in both World Wars. Sweden's long-successful economic formula of a capitalist system interlarded with substantial welfare elements was challenged in the 1990s by high unemployment and in 2000-02 by the global economic downturn, but fiscal discipline over the past several years has allowed the country to weather economic vagaries. Indecision over the country's role in the political and economic integration of Europe delayed Sweden's entry into the EU until 1995, and waived the introduction of the euro in 1999.;;;;;;;;;;x
SYR_DESC;Following the breakup of the Ottoman Empire during World War I, Syria was administered by the French until independence in 1946. In the 1967 Arab-Israeli War, Syria lost the Golan Heights to Israel. Since 1976, Syrian troops have been stationed in Lebanon, ostensibly in a peacekeeping capacity, despite international pressure calling for their withdrawal. Over the past decade, Syria and Israel have held occasional peace talks over the return of the Golan Heights.;;;;;;;;;;x
TAJ_DESC;Tajikistan has completed its transition from the civil war that plagued the country from 1992 to 1997. There have been no major security incidents in recent years, although the country remains the poorest in the region. Attention by the international community in the wake of the war in Afghanistan has brought increased economic development assistance, which could create jobs and increase stability in the long term. Tajikistan is in the early stages of seeking World Trade Organization membership and has joined NATO's Partnership for Peace.;;;;;;;;;;x
U17_DESC;East Timor's history has been one of violence and repression. Colonized by the Portugal in the 15th century, East Timor remained in Portugese hands until 1975, despite the rest of the region fell into Dutch hands. In 1941, East Timor was occupied by Dutch forces to preempt an Japanese invasion. When the Japanese came, heavy fighting erupted, leaving 40,000 and 70,000 Timorese dead. In 1975, East Timor decleared it's independence. Nine days later, however, they young state was occupied by Indonesia in an US-backed invasion. The Indonesian rule was brutal. 150.000 of East Timor's 600.000 citizens perished, not only in fights between the East Timorese guerrilla force, Falintil and the Indonesia Army, but entire villages was massacred. After pressure from the UN, Indonesia allowed an referendum about independence, where the East Timorese people voted for full independence. After the intervention of a Australian-led peacekeeping force, East Timor recived it's official independence in May 20, 2002. The country remains one of the poorest in the world, decpite it's large offshore oil-resources.;;;;;;;;;;x
TRA_DESC;;;;;;;;;;;x
TRK_DESC;Annexed by Russia between 1865 and 1885, Turkmenistan became a Soviet republic in 1924. It achieved its independence upon the dissolution of the USSR in 1991. President Niyazov retains absolute control over the country and opposition is not tolerated. Extensive hydrocarbon/natural gas reserves could prove a boon to this underdeveloped country if extraction and delivery projects were to be expanded. The Turkmenistan Government is actively seeking to develop alternative petroleum transportation routes in order to break Russia's pipeline monopoly.;;;;;;;;;;x
TUN_DESC;Following independence from France in 1956, President Habib Bourguiba established a strict one-party state. He dominated the country for 31 years, repressing Islamic fundamentalism and establishing rights for women unmatched by any other Arab nation. In recent years, Tunisia has taken a moderate, non-aligned stance in its foreign relations. Domestically, it has sought to defuse rising pressure for a more open political society.;;;;;;;;;;x
TUR_DESC;Modern Turkey was founded in 1923 from the Anatolian remnants of the defeated Ottoman Empire by national hero Mustafa Kemal, who was later honored with the title Ataturk, or 'Father of the Turks.' Under his authoritarian leadership, the country adopted wide-ranging social, legal, and political reforms. After a period of one-party rule, an experiment with multi-party politics led to the 1950 election victory of the opposition Democratic Party and the peaceful transfer of power. Since then, Turkish political parties have multiplied, but democracy has been fractured by periods of instability and intermittent military coups (1960, 1971, 1980), which in each case eventually resulted in a return of political power to civilians. In 1997, the military again helped engineer the ouster - popularly dubbed a 'post-modern coup' - of the then Islamic-oriented government. Turkey intervened militarily on Cyprus in 1974 to prevent a Greek takeover of the island and has since acted as patron state to the 'Turkish Republic of Northern Cyprus,' which only Turkey recognizes. A separatist insurgency begun in 1984 by the Kurdistan Workers' Party (PKK) - now known as the People's Congress of Kurdistan or Kongra-Gel (KGK) - has dominated the Turkish military's attention and claimed more than 30,000 lives, but after the capture of the group's leader in 1999, the insurgents largely withdrew from Turkey, mainly to northern Iraq. Turkey joined the UN in 1945 and in 1952 it became a member of NATO. In 1964, Turkey became an associate member of the European Communityover the past decade, it has undertaken many reforms to strengthen its democracy and economy, enabling it to begin accession membership talks with the European Union.;;;;;;;;;;x
U00_DESC;After putting up with the spanish superiority for nearly three centuries, the catalan nation and the basque nation, taking advantadge of the Morocco-Spanish War, declared their independence from Spain.Because of the deteriorating world situation, the odds for this mighty coalition to survive were,at first, very slim.However, thanks to an appropiate administration and a key strategic situation in the european continent, many countries are becoming aware of the advantadges of making the Basque-Catalan coalition an ally.;;;;;;;;;;x
U55_DESC;The territory of Northern Rhodesia was administered by the South Africa Company from 1891 until it was taken over by the UK in 1923. During the 1920s and 1930s, advances in mining spurred development and immigration. The name was changed to Zambia upon independence in 1964. In the 1980s and 1990s, declining copper prices and a prolonged drought hurt the economy. Elections in 1991 brought an end to one-party rule, but the subsequent vote in 1996 saw blatant harassment of opposition parties. The election in 2001 was marked by administrative problems with three parties filing a legal petition challenging the election of ruling party candidate Levy Mwanawasa.;;;;;;;;;;x
U30_DESC;"In 1598 a Dutch squadron under Admiral Wybrand Van Warwyck landed at Grand Port and named the island ""Mauritius"", in honour of Prince Maurits van Nassau, stadtholder of the Dutch Republic. However, it was not until 1638 that there was a first attempt of Dutch settlement. It was from here that Dutch navigator Abel Tasman set out to discover the western part of Australia. The first Dutch settlement lasted only twenty years. Several attempts were subsequently made, but the settlements never developed enough to produce dividends and the Dutch abandoned Mauritius in 1710. They are remembered for the introduction of sugar-cane, domestic animals, and deer. France, which already controlled neighbouring Île Bourbon (now Réunion), took control of Mauritius in 1715 and later renamed it Île de France (literally, Island of France). The 1735 arrival of French governor Mahé de La Bourdonnais coincided with development of a prosperous economy based on sugar production. Mahé de La Bourdonnais established Port Louis as a naval base and a shipbuilding centre. The British administration, which began with Sir Robert Farquhar as Governor, was followed by rapid social and economic changes. Slavery was abolished in 1835.  The abolition of slavery had important repercussions on the socio-economic and demographic fields. The planters turned to India, bringing in a large number of indentured labourers to work in the sugar cane fields. Between 1834 and 1921, around half a million indentured labourers were present on the island. They worked on sugar estates, factories, in transport and construction sites. Additionally, the British brought 8,740 Indian soldiers to the islands. Mauritius became independent as a Commonwealth realm, becoming a republic within the Commonwealth some twenty-four years later on 12 March 1992.";;;;;;;;;;x
U69_DESC;After the dissolution of the USSR, the russian-majority Transnistria region declared it's independence as the 'Pridnestrovian Moldavian Republic'. Tensions with Moldova, which considers Transnistria to be part of their sovereign territory soon escalated into war in 1992. The war lasted for 142 days, and ended with Transnistria remaining de-facto independent, but is internationally recognized as a part of Moldovia. Transnistria has a very large steel and armnament industry, which forms the core of it's economy. However, since it's independence, economic development has been stagnant.;;;;;;;;;;x
U83_DESC;Republika Srpska, is one of the two main political entities of Bosnia and Herzegovina, the other being the Federation of Bosnia and Herzegovina. The Constitution of Republika Srpska defines it as a territorially unified, indivisible and inalienable constitutional and legal entity that independently performs its constitutional, legislative, executive and judicial functions.[5] The National Assembly and the Government of Republika Srpska are based in Banja Luka, although Sarajevo remains the official capital.;;;;;;;;;;x
U27_DESC;Established in 1891, the British protectorate of Nyasaland became the independent nation of Malawi in 1964. After three decades of one-party rule under President Hastings Kamuzu Banda the country held multiparty elections in 1994, under a provisional constitution, which came into full effect the following year. Increasing corruption, population growth, increasing pressure on agricultural lands, and HIV/AIDS pose major problems for the country.;;;;;;;;;;x
U72_DESC;The European Union started of as the European Coal and Steel Community in 1951, with founding members being Belgium, France, Italy, Luxembourg, Netherlands and West Germany.  Since then the EU has grown in size and power, and have largely united their foreign policy, currency and laws. The estabishment of an European Army directly under EU control is underways.;;;;;;;;;;x
U06_DESC;Formerly the British protectorate of Bechuanaland, Botswana adopted its new name upon independence in 1966. Four decades of uninterrupted civilian leadership, progressive social policies, and significant capital investment have created one of the most dynamic economies in Africa. Mineral extraction, principally diamond mining, dominates economic activity, though tourism is a growing sector due to the country's conservation practices and extensive nature preserves. Botswana has one of the world's highest known rates of HIV/AIDS infection, but also one of Africa's most progressive and comprehensive programs for dealing with the disease.;;;;;;;;;;x
U08_DESC;"Burkina Faso also known by its short-form name Burkina – is a landlocked country in west Africa. It is surrounded by six countries: Mali to the north, Niger to the east, Benin to the southeast, Togo and Ghana to the south, and Côte d'Ivoire to the southwest. The country's capital is Ouagadougou. After a decade of intense rivalry and competition between the British and the French, waged through treaty-making expeditions under military or civilian explorers, the Mossi kingdom of Ouagadougou was defeated by French colonial forces and became a French protectorate in 1896. On 4 August 1984, as a final result of President Sankara's zealous activities, the country's name was eventually changed from Upper Volta to Burkina Faso, which translates to ""land of honest people"".";;;;;;;;;;x
U09_DESC;;;;;;;;;;;x
U82_DESC;The former French colony of Ubangi-Shari became the Central African Republic upon independence in 1960. After three tumultuous decades of misrule - mostly by military governments - civilian rule was established in 1993 and lasted for one decade.;;;;;;;;;;x
